"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Dariel Gomez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".174",".219",".263",".482",".209","","26","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872729"
"Terriez Fuller","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".209",".243",".451",".199","","19","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004265"
"Offerman Collado","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".201",".204",".405",".181","","4","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa745014"
"Alexander Hernandez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".197",".229",".426",".187","","7","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002696"
"Edgar Made","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".197",".225",".422",".185","","7","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003244"
"Edmond Americaan","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".173",".214",".247",".462",".202","","19","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008341"
"Angel Solarte","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".191",".222",".412",".180","","7","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007037"
"Juan Herrera","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".189",".236",".425",".184","","7","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002699"
"Jose Acosta","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".207",".223",".430",".190","","1","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006187"
"Kona Quiggle","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".209",".241",".450",".198","","14","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010588"
"Neyfi Marinez","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".167",".207",".247",".454",".198","","14","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005931"
"Randy Romero","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".178",".214",".247",".461",".201","","19","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006185"
"Blake Sabol","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".164",".216",".240",".456",".201","","19","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010269"
"DeAires Moses","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".209",".242",".451",".198","","16","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829543"
"Sebastian Ochoa","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".193",".216",".409",".180","","4","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917417"
"Joseph Aeilts","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".179",".213",".259",".472",".205","","6","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009895"
"Liam Sabino","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".197",".208",".404",".180","","4","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007821"
"Yowelfy Rosario","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".148",".186",".199",".385",".170","","-3","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003346"
"Abdiel Layer","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".193",".212",".406",".179","","6","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007291"
"Luke Becker","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".177",".230",".239",".469",".208","","23","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006665"
"Olivber Moreno","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".167",".209",".241",".450",".197","","13","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005778"
"Borinquen Mendez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".198",".207",".405",".179","","3","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa919019"
"Ricardo Verenzuela","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".150",".193",".212",".404",".179","","3","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003212"
"Luis Asuncion","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".207",".246",".453",".198","","16","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828272"
"Ricardo Ferreira","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".215",".230",".445",".197","","15","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828126"
"Jacob Nottingham","Brewers","30","120","107","22","5","0","4","12","13","9","40","2","1","1","",".204",".273",".356",".629",".270","","62","0.0","-0.4","","-6.0","1.6","0.0","","599.1","16448"
"Bryan Torres","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".201",".212",".412",".183","","6","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa885119"
"Cabera Weaver","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".144",".185",".206",".390",".173","","0","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006866"
"Jonah McReynolds","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".148",".188",".218",".406",".179","","3","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918288"
"Lency Delgado","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".145",".179",".190",".369",".164","","-6","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006913"
"Rehybell Perozo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".148",".190",".214",".404",".178","","3","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003243"
"Griffin Benson","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".164",".223",".263",".486",".214","","24","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918512"
"Jesus Marriaga","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".215",".226",".441",".197","","15","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917311"
"Miguel Jerez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".213",".260",".473",".207","","19","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917754"
"Sebastian Espino","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".145",".180",".191",".371",".165","","-1","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003347"
"Taylor Jones","Astros","3","13","12","3","0","0","0","1","1","1","4","0","0","0","",".224",".301",".379",".680",".292","","83","0.0","0.0","","-0.3","-0.3","0.0","","999.0","19533"
"Armani Smith","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".207",".239",".446",".195","","17","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918911"
"Julio De La Cruz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".147",".186",".204",".390",".173","","-1","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003224"
"Nestor Heredia","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".192",".220",".411",".180","","5","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005626"
"Caldioli Sanfler","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".171",".214",".250",".464",".202","","17","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002621"
"Joseph Reyes","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".140",".187",".212",".400",".177","","2","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004269"
"Brian Sharp","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".164",".215",".257",".472",".206","","21","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006663"
"Roimer Bolivar","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".201",".219",".420",".186","","12","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003284"
"Corbin Williams","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".148",".193",".214",".407",".181","","4","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007324"
"Federico Polanco","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".191",".199",".390",".173","","4","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005571"
"Danielito Remy","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".191",".212",".403",".177","","2","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917148"
"Juan Pineda","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".192",".208",".400",".177","","2","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872798"
"Avery Tuck","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".204",".241",".445",".195","","14","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006864"
"Samuel Jorge","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".148",".185",".218",".403",".176","","1","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003321"
"Daniel Jipping","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".213",".254",".468",".205","","20","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002868"
"Junior Perez","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".147",".193",".227",".421",".184","","11","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005744"
"Harrison Freed","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".202",".243",".445",".194","","16","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010041"
"Diowill Burgos","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".196",".242",".438",".190","","16","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005740"
"Yovanny Cuevas","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".211",".235",".446",".197","","16","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872518"
"Yorvis Torrealba","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".231",".272",".503",".219","","16","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010343"
"Adrian Ramos","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".149",".205",".221",".426",".190","","11","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007313"
"Maxwell Morales","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".205",".268",".473",".204","","20","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917279"
"Jake Hoover","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".204",".209",".414",".185","","-2","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010280"
"Kelvin Alarcon","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".178",".224",".237",".461",".204","","22","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917142"
"George Bell","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".164",".205",".235",".440",".193","","15","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007067"
"Reyny Reyes","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".189",".206",".395",".174","","-3","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003178"
"Alberto Rodriguez","Mariners","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".194",".228",".422",".184","","10","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005603"
"Ian Evans","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".169",".211",".247",".458",".200","","17","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006874"
"Joey Rose","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".166",".212",".256",".468",".204","","20","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918007"
"Logan Porter","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".214",".249",".463",".203","","17","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007750"
"Gerardo Nunez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".189",".207",".397",".175","","0","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917491"
"Kwan Adkins","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".205",".232",".437",".193","","15","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007000"
"Dahiandy Johnson","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".151",".193",".226",".419",".184","","10","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005516"
"Jacson McGowan","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".210",".227",".437",".194","","17","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006677"
"Alexander Ovalles","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".170",".212",".253",".465",".203","","10","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005781"
"Jimmy Mojica","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".167",".203",".237",".440",".192","","10","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003260"
"Cole Stobbe","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".210",".267",".477",".208","","22","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917956"
"Korey Holland","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".209",".226",".435",".193","","10","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008249"
"Nolan Williams","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".213",".217",".429",".193","","12","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917984"
"Zachary Ashford","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".200",".230",".430",".189","","15","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009886"
"Kevin Watson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".141",".183",".211",".394",".174","","0","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005151"
"Santis Sanchez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".203",".234",".438",".193","","16","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004620"
"Andrew Daschbach","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".207",".248",".455",".199","","16","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3011414"
"Jansiel Rivera","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".146",".194",".218",".412",".183","","9","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918498"
"Luis Diaz","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".144",".176",".217",".393",".171","","2","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002846"
"Andrew Yerzy","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".170",".223",".250",".474",".208","","21","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917939"
"Nolan Perez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".147",".181",".216",".397",".173","","-1","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917802"
"Ronal Reynoso","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".149",".185",".197",".381",".169","","2","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872842"
"Noah Vaughan","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".196",".244",".439",".191","","11","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007026"
"Evan Alexander","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".148",".201",".220",".421",".187","","8","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918444"
"Trent Deveaux","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".135",".177",".202",".378",".167","","-4","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006885"
"Luis Avila","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".189",".201",".390",".172","","-1","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917198"
"Thairo Estrada","Yankees","15","59","54","13","2","0","1","6","6","3","14","1","1","0","",".234",".281",".358",".639",".274","","67","0.0","-0.1","","-2.5","0.3","0.0","","999.0","16426"
"Oswaldo Pina","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".192",".201",".393",".175","","1","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003214"
"Isaiah Henry","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".139",".184",".199",".384",".171","","-4","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004970"
"Michael Cooper","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".172",".209",".255",".464",".201","","15","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004072"
"Antoine Duplantis","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".198",".227",".425",".187","","13","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3011224"
"Kea'von Edwards","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".147",".190",".220",".410",".180","","8","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008109"
"Raul Beracierta","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".200",".222",".421",".186","","13","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917116"
"Albert Suarez","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".185",".198",".383",".169","","1","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002855"
"Matthew Jarecki","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".199",".235",".433",".190","","10","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006940"
"Jandel Paulino","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".198",".224",".422",".186","","13","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005779"
"Julio Francisco","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".202",".228",".431",".189","","10","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002694"
"Victor Heredia","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".167",".202",".254",".456",".197","","14","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002625"
